scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.011506,4.415067,6.862373,3.965951
scene_010_picasso,999,0.009213,3.839287,6.852980,3.520427
scene_019_sid,999,0.011506,4.415067,6.862373,3.965951
scene_020_picasso,999,0.009213,3.839287,6.852980,3.520427
OVERALL,,,4.127177,,
