scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.008753,1.893977,3.212936,1.772564
scene_010_picasso,999,0.007025,1.536861,2.266062,1.465651
scene_019_sid,999,0.008753,1.893977,3.212936,1.772564
scene_020_picasso,999,0.007025,1.536861,2.266062,1.465651
OVERALL,,,1.715419,,
