scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.017846,3.621300,5.361780,3.401853
scene_010_picasso,999,0.016058,2.507025,3.191280,2.427062
scene_019_sid,999,0.015799,2.944068,3.991446,2.815528
scene_020_picasso,999,0.015563,2.835526,3.968642,2.719913
OVERALL,,,2.976980,,
