scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.006110,1.759191,2.768928,1.659936
scene_010_picasso,999,0.005495,1.590240,2.448185,1.494821
scene_019_sid,999,0.006110,1.759191,2.768928,1.659936
scene_020_picasso,999,0.005495,1.590240,2.448185,1.494821
OVERALL,,,1.674716,,
