scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.016805,3.503011,6.057864,3.120245
scene_010_picasso,999,0.015585,2.630508,3.748719,2.480755
scene_019_sid,999,0.016674,2.765536,3.929739,2.689045
scene_020_picasso,999,0.017447,2.853131,3.697816,2.763453
OVERALL,,,2.938047,,
