scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.021263,3.679871,6.006430,3.409825
scene_010_picasso,999,0.017535,3.291154,5.551496,3.131175
scene_019_sid,999,0.021263,3.679871,6.006430,3.409825
scene_020_picasso,999,0.017535,3.291154,5.551496,3.131175
OVERALL,,,3.485512,,
