scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.009864,3.434641,7.215916,2.947807
scene_010_picasso,999,0.009889,3.493073,6.320699,3.118276
scene_019_sid,999,0.009864,3.434641,7.215916,2.947807
scene_020_picasso,999,0.009889,3.493073,6.320699,3.118276
OVERALL,,,3.463857,,
