scene,samples,trans_rmse,ate_rmse,ate_max,ate_mean
scene_009_sid,999,0.007832,2.556775,4.836868,2.251844
scene_010_picasso,999,0.006998,3.046004,6.612668,2.436680
scene_019_sid,999,0.008054,2.764629,5.356275,2.351482
scene_020_picasso,999,0.007035,3.165562,6.995479,2.495445
OVERALL,,,2.883243,,
